OBJECTID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_Acres_AutoCalc,poly_GlobalID,poly_Source,irwin_ABCDMisc,irwin_ADSPermissionState,irwin_CalculatedAcres,irwin_ContainmentDateTime,irwin_ControlDateTime,irwin_DailyAcres,irwin_DiscoveryAcres,irwin_DispatchCenterID,irwin_EstimatedCostToDate,irwin_FFReportApprovedByTitle,irwin_FFReportApprovedByUnit,irwin_FFReportApprovedDate,irwin_FireBehaviorGeneral,irwin_FireBehaviorGeneral1,irwin_FireBehaviorGeneral2,irwin_FireBehaviorGeneral3,irwin_FireCause,irwin_FireCauseGeneral,irwin_FireCauseSpecific,irwin_FireCode,irwin_FireDepartmentID,irwin_FireDiscoveryDateTime,irwin_FireMgmtComplexity,irwin_FireOutDateTime,irwin_FSConfinePercent,irwin_FSFullSuppPercent,irwin_FSMonitorPercent,irwin_FSPointZonePercent,irwin_FSJobCode,irwin_FSOverrideCode,irwin_GACC,irwin_ICS209ReportDateTime,irwin_ICS209RForTimePeriodFrom,irwin_ICS209RForTimePeriodTo,irwin_ICS209ReportStatus,irwin_IncidentManagementOrg,irwin_IncidentName,irwin_IncidentShortDescription,irwin_IncidentTypeCategory,irwin_IncidentTypeKind,irwin_InitialLatitude,irwin_InitialLongitude,irwin_InitialResponseAcres,irwin_InitialResponseDateTime,irwin_IrwinID,irwin_IsFireCauseInvestigated,irwin_IsFireCodeRequested,irwin_IsFSAssisted,irwin_IsMultiJurisdictional,irwin_IsReimbursable,irwin_IsTrespass,irwin_IsUnifiedCommand,irwin_LocalIncidentIdentifier,irwin_PercentContained,irwin_PercentPerToBeContained,irwin_POOCity,irwin_POOCounty,irwin_POODispatchCenterID,irwin_POOFips,irwin_POOJurisdictionalAgency,irwin_POOJurisdictionalUnit,irwin_POOJurisdUnitParentUnit,irwin_POOLandownerCategory,irwin_POOLandownerKind,irwin_POOLegalDescPrinMeridian,irwin_POOLegalDescQtr,irwin_POOLegalDescQtrQtr,irwin_POOLegalDescRange,irwin_POOLegalDescSection,irwin_POOLegalDescTownship,irwin_POOPredServiceAreaID,irwin_POOProtectingAgency,irwin_POOProtectingUnit,irwin_POOState,irwin_PredominantFuelGroup,irwin_PredominantFuelModel,irwin_PrimaryFuelModel,irwin_SecondaryFuelModel,irwin_TotalIncidentPersonnel,irwin_UniqueFireIdentifier,irwin_WFDSSDecisionStatus,irwin_CreatedBySystem,irwin_ModifiedBySystem,irwin_IsDispatchComplete,irwin_OrganizationalAssessment,irwin_StratDecisionPublishDate,irwin_GlobalID,irwin_Source,irwin_ArchivedOn,irwin_ModifiedOnDateTime_dt,irwin_CreatedOnDateTime_dt,GlobalID,SHAPE_Length,SHAPE_Area
11639,Walnut,Wildfire Daily Fire Perimeter,Mixed Methods,10660,2021/06/27 21:48:13+00,2021/06/28 23:26:02+00,2021/06/27 08:00:00+00,10667.121,{744EA850-D488-4221-BEF8-163091EB670D},2021 NIFS,,DEFAULT,9003.3513,2021/06/30 00:14:59+00,2021/07/02 22:44:59+00,10667,5,AZADC,1400000,,,,Minimal,Smoldering,Smoldering,Smoldering,Natural,Lightning,,N3EG,,2021/06/20 13:01:00+00,Type 5 Incident,2021/07/11 00:00:00+00,0,50,25,25,PN,1522,SWCC,2021/06/30 00:14:59+00,2021/06/29 00:00:00+00,2021/06/30 00:14:59+00,F,Type 5 IC,WALNUT,"Mid way between Benson and Willcox AZ, Texas Canyon",WF,FI,32.0827,-110.0448,6817,,{945669FF-7D66-4DEB-8193-101D6E1F8BA5},,0,1,0,0,0,0,1033,100,100,Benson,Cochise,AZTDC,4003,,,,Private,Private,,,,,,,SW06S,SF,AZA3S,US-AZ,,,Short Grass (1 foot),Brush (2 feet),35,2021-AZA3S-001033,Approved Decision,wildcad,wildcad,0,Type 3 Incident,2021/06/21 22:15:08+00,,IRWIN,,2021/09/15 20:26:03+00,2021/06/20 16:00:24+00,{D8F0D37A-AC81-4619-BA69-B6431F9B7783},0.570890048,-0.00412346
11640,Shed Fire,Wildfire Daily Fire Perimeter,Mixed Methods,3.16,2021/08/03 16:57:32+00,2021/08/03 16:57:32+00,2021/06/20 08:00:00+00,3.164761674,{6265E207-ACCD-4202-A938-E9C6BA15A8CE},FFP,,CERTIFIED,,2021/06/18 02:19:59+00,2021/06/19 20:10:00+00,3.6,1,ORLFC,,,,2021/08/03 16:57:31+00,,,,,Human,Other Human Cause,,N25A,,2021/06/17 21:36:59+00,,2021/07/20 17:42:00+00,,,,,PD,1522,NWCC,,,,,,Shed,,WF,FI,43.5067,-120.8832,,2021/06/17 21:40:00+00,{78472CF1-C754-416F-919C-DDD47AD23AC9},,0,1,0,0,0,,210211,,,,Lake,ORLFC,41037,BLM,ORLAD,,BLM,Federal,,,,,,,NW07,BLM,ORLAD,US-OR,Grass-Shrub,GS2,,,,2021-ORLAD-210211,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/03 16:57:31+00,2021/06/17 23:47:02+00,{6E08B68E-4293-4D91-8337-B4DD54148005},0.00929386,-1.43E-06
11641,Frenchman coulee,Wildfire Daily Fire Perimeter,GPS-Walked,0.01,2021/06/20 21:30:41+00,2021/06/21 14:19:02+00,2021/06/20 08:00:00+00,0.010469092,{5CFC4636-4282-414F-B364-1C3261E72216},2021 NIFS,,DEFAULT,,2021/06/20 22:02:59+00,2021/06/20 22:02:59+00,0.1,0.1,WACWC,,,,,,,,,Undetermined,Other Human Cause,"Other, Unknown",N3EJ,,2021/06/20 20:31:00+00,,2021/07/07 21:04:00+00,,,,,PD,1522,NWCC,,,,,,FRENCHMAN COULEE,,WF,FI,47.02176,-119.9942,0.1,,{B53EE392-73D3-4DA2-A380-45316A508130},,0,1,0,0,0,,232,,,,Grant,WACWC,53025,,,,Private,Private,,,,,,,NW10,BLM,WASPD,US-WA,,,,,,2021-WASPD-000232,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/08/12 23:31:02+00,2021/06/20 21:44:19+00,{E4037C52-DE0D-4730-B4EE-A35EACA87C77},0.000278836,-5.01E-09
11642,Pinedrop,Wildfire Daily Fire Perimeter,Mixed Methods,0.13,2021/06/20 05:21:56+00,2021/06/21 14:23:57+00,2021/06/19 08:00:00+00,0.132571791,{3FDC2D51-EB56-4906-B03D-037EDE18943B},2021 NIFS,,DEFAULT,,2021/06/20 06:12:00+00,2021/06/25 20:02:00+00,0.1,1,WACWC,,,,,,,,,Undetermined,,,,,2021/06/20 04:09:44+00,,2021/06/25 20:02:00+00,,,,,,,NWCC,,,,,,PINE DROP,,WF,FI,47.8102,-120.6392,0.1,,{BD29E6B6-48A1-46B1-9CA3-3719E5677E9C},,0,0,0,0,0,,229,,,,Chelan,WACWC,53007,,,,Private,Private,,,,,,,NW05,DNR,WASES,US-WA,,,,,,2021-WASES-000229,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/06/25 20:04:33+00,2021/06/20 06:22:52+00,{340DD1EF-12BA-4221-85F5-F3553BC6E007},0.001165506,-6.44E-08
11643, Mote,Wildfire Daily Fire Perimeter,Mixed Methods,13.2,2021/07/19 17:20:33+00,2021/07/19 17:20:33+00,2021/06/19 08:00:00+00,13.20097797,{17421601-B3F6-4193-A001-CE889A724B90},FFP,,CERTIFIED,,2021/06/20 02:06:59+00,2021/06/20 04:25:00+00,13.19,10,NVEIC,,,,2021/07/19 17:20:31+00,,,,,Human,Utilities,Power Generation/Transmission,N3BM,,2021/06/19 21:24:00+00,,2021/06/21 00:59:59+00,,,,,PN,1522,GBCC,,,,,,Mote,,WF,FI,40.916667,-116.916667,10,,{098ECF5B-B9B7-4006-8190-ADB082B1B506},,0,1,0,0,0,,10093,,,,Lander,NVEIC,32015,,,,Private,Private,,,,,,,GB17,C&L,NVLANX,US-NV,Grass-Shrub,GS1,,,,2021-NVLANX-010093,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/07/19 17:20:32+00,2021/06/19 22:01:25+00,{4E5211BA-3998-484D-99C7-D7343AFC6A17},0.010901588,-5.70E-06
11644,Juniper Rd,Wildfire Daily Fire Perimeter,GPS-Walked,0.81,2021/06/28 19:51:02+00,2021/06/28 19:51:02+00,2021/06/19 08:00:00+00,0.814642829,{62F09BB5-8418-4432-A24C-0DFF95DDBE80},2021 NIFS,,FIREREPORTING,,2021/06/20 00:59:59+00,2021/06/20 01:44:59+00,0.81,1,IDSCC,,,,,,,,,Human,Other Human Cause,,N3CD,,2021/06/19 23:21:00+00,,2021/06/30 01:44:59+00,,,,,PD,1522,GBCC,,,,,,Juniper Road,,WF,FI,42.13367,-112.9738,1,,{595BF59E-1BE2-4BF2-AC40-B6A673CE890E},,0,1,0,0,0,,60,,,,Oneida,IDEIC,16071,,,,Private,Private,,,,,,,GB08,BLM,IDIFD,US-ID,,,,,,2021-IDIFD-000060,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/07/27 21:16:57+00,2021/06/20 00:48:41+00,{801E3379-EA23-4DEE-9A0E-78B440DF4F75},0.006702065,-3.59E-07
11645,Little Calumet river fire,Wildfire Daily Fire Perimeter,Mixed Methods,0.02,2021/06/22 15:38:03+00,2021/06/22 15:38:03+00,2021/06/19 08:00:00+00,0.02610562,{40C9B11F-C091-48AE-A842-B6F4D8A60217},FFP,,CERTIFIED,0.1,,,0.1,0.1,INIIC,,,,2021/06/22 15:38:01+00,,,,,Human,Railroad,,N3FC,,2021/06/19 22:30:30+00,,2021/06/22 15:27:00+00,,,,,,,EACC,,,,,,Little Calumet River,,WF,FI,,,,2021/06/19 22:31:59+00,{4E4D5767-6228-47E0-883A-8B30F361143C},1,0,,,,1,,210020,,,,Porter,INIIC,18127,NPS,INIDP,,NPS,Federal,,,,,,,EA08,NPS,INIDP,US-IN,Brush,SH2,,,,2021-INIDP-210020,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2021/06/22 15:38:01+00,2021/06/21 13:32:42+00,{9288FA22-F661-43ED-9940-075A03D7B973},0.001134183,-1.14E-08
11646,Burnt Basin,Wildfire Daily Fire Perimeter,Mixed Methods,0.00471382,2021/08/05 16:11:59+00,2021/08/05 16:11:59+00,,0.004714313,{D9C29117-8C91-4093-A646-B7F6C458CA27},FFP,,CERTIFIED,,2021/06/05 06:20:00+00,2021/06/05 16:10:00+00,0.1,0.1,IDSCC,,,,2021/08/05 16:11:56+00,,,,,Natural,Lightning,,N19A,,2021/06/05 00:42:00+00,,2021/06/16 21:59:59+00,,,,,PN,1522,GBCC,,,,,,Burnt Basin,,WF,FI,42.07623,-113.0688,0.1,2021/06/05 02:34:00+00,{DE1D5C08-7BC8-4C3B-8D65-B3BA9039DB8E},,0,1,0,0,0,,89,,,,Cassia,IDSCC,16031,,,,Private,Private,,,,,,,GB07,C&L,IDCAX,US-ID,Brush,SH7,,,,2021-IDCAX-000089,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/05 16:11:56+00,2021/06/05 14:16:46+00,{E5CA07ED-4AD3-42B6-BB5B-2CE8261BA0C8},0.000191848,-2.07E-09
11647,Cave Gulch,Wildfire Daily Fire Perimeter,Mixed Methods,0.61602099,2021/07/27 21:51:04+00,2021/07/27 21:51:04+00,,0.61651172,{62A79B79-12EE-49A1-8552-52AB9E54FEFB},FFP,,CERTIFIED,,2021/06/08 00:10:00+00,2021/06/09 00:00:00+00,0.62,4,IDSCC,,,,2021/07/27 21:51:02+00,,,,,Natural,Lightning,,N2CY,,2021/06/06 23:57:00+00,,2021/06/09 00:00:00+00,,,,,PD,1522,GBCC,,,,,,Cave Gulch 2,,WF,FI,42.10627,-113.9513,4,2021/06/06 23:57:00+00,{888C9C2F-6DED-4B05-B2E4-1BF77BBABE1A},,0,1,0,0,0,,101,,,,Cassia,IDSCC,16031,BLM,IDTFD,,BLM,Federal,,,,,,,GB07,BLM,IDTFD,US-ID,Brush,SH2,,,,2021-IDTFD-000101,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/07/27 21:51:03+00,2021/06/07 03:54:54+00,{F1B253AA-8F72-48FC-84F0-5D8B101261CF},0.003093273,-2.72E-07
11648,Cold Creek,Wildfire Daily Fire Perimeter,GPS-Walked,0.0064,2021/08/05 16:12:51+00,2021/08/05 16:12:51+00,,0.006302602,{48DF3F6F-18E9-4FE3-9B0D-28437E76899F},FFP,,CERTIFIED,,2021/06/05 03:59:59+00,2021/06/05 03:59:59+00,0.1,0.1,IDSCC,,,,2021/08/05 16:12:50+00,,,,,Natural,Lightning,,N17T,,2021/06/05 00:43:00+00,,2021/06/15 03:59:59+00,,,,,PD,1522,GBCC,,,,,,Cold Creek,,WF,FI,42.08827,-113.9282,0.1,2021/06/05 00:49:59+00,{5629774A-CE1F-49D4-9987-8D6DE26020C7},,0,1,0,0,0,,90,,,,Cassia,IDSCC,16031,BLM,IDTFD,,BLM,Federal,,,,,,,GB07,BLM,IDTFD,US-ID,Brush,SH7,,,,2021-IDTFD-000090,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/05 16:12:50+00,2021/06/05 20:20:49+00,{530D7CC1-9C41-425C-BB4B-971710DD5F25},0.000224774,-2.78E-09
11649,Curlew,Wildfire Daily Fire Perimeter,GPS-Driven,397.0382249,2021/06/24 20:56:31+00,2021/06/25 18:55:25+00,,397.2777723,{107A385A-1A8D-4C19-ADF8-58EBF27C092B},2021 NIFS,,FIREREPORTING,,2021/06/06 00:00:00+00,2021/06/06 19:15:00+00,397,1,IDSCC,41200,,,,Minimal,Smoldering,Creeping,Smoldering,Natural,Lightning,,N16D,,2021/06/04 23:48:59+00,Type 5 Incident,2021/06/16 19:15:00+00,0,100,0,0,PD,1522,GBCC,2021/06/07 00:00:00+00,2021/06/06 00:00:00+00,2021/06/07 00:00:00+00,F,Type 5 IC,Curlew,"11 miles NW of Snowville, UT.",WF,FI,42.03577,-112.9582,600,2021/06/05 00:55:00+00,{C2472F1C-EA97-4CCA-ADF7-F88466065CAD},,0,1,0,0,0,0,42,100,100,,Oneida,IDEIC,16071,BLM,IDIFD,,BLM,Federal,Boise,SW,NW,30E,22,16S,GB08,BLM,IDIFD,US-ID,Grass-Shrub,GS2,Short Grass (1 foot),Brush (2 feet),27,2021-IDIFD-000042,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/07/13 17:44:49+00,2021/06/05 03:41:49+00,{FCDA1DD4-B3FE-4558-AFB2-D88CC36BF3EE},0.068961328,-0.000174768
11650,Artesia,Wildfire Daily Fire Perimeter,Mixed Methods,15.57980773,2021/08/09 21:44:17+00,2021/08/09 21:44:17+00,2021/06/21 14:35:10+00,15.57974869,{1D85AA25-0695-4F56-9428-7E939BD4155A},FFP,,CERTIFIED,,2021/06/21 20:22:00+00,2021/06/22 00:46:59+00,16.8,0.1,NVSFC,,,,2021/08/09 21:40:21+00,,,,,Natural,Lightning,,N3FN,,2021/06/21 03:24:00+00,,2021/06/29 00:46:59+00,,,,,PD,1522,GBCC,,,,,,Artesia,,WF,FI,38.92521,-119.4017,3,2021/06/21 03:30:00+00,{4A121628-C8D7-45B0-9DF3-6064FD0925ED},1,0,1,0,0,0,,30318,,,,Douglas,NVSFC,32005,BLM,NVCCD,,BLM,Federal,,,,,,,GB12,BLM,NVCCD,US-NV,Grass,GR2,,,,2021-NVCCD-030318,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/09 21:40:24+00,2021/06/21 06:42:44+00,{3898C9A6-3977-421E-8E91-62EF3E1B759F},0.032180251,-6.55E-06
11651,Antelope Canyon,Wildfire Daily Fire Perimeter,Mixed Methods,34.24736644,2021/06/19 15:08:53+00,2021/06/21 15:24:00+00,2021/06/19 15:58:02+00,34.24723817,{6E7360BF-4467-462D-A1B3-5007B76489B6},2021 NIFS,,CERTIFIED,,2021/06/21 00:30:00+00,2021/06/25 00:00:00+00,34,1,NVECC,,,,,,,,,Natural,Lightning,,N270,,2021/06/18 23:03:00+00,,2021/06/25 00:59:59+00,,,,,PD,1522,GBCC,,,,,,Antelope Canyon,,WF,FI,37.6687,-114.6267,10,2021/06/18 23:09:00+00,{1C175025-575C-4262-A6E1-182D4C8CFD05},,0,1,0,0,0,,40050,,,,Lincoln,NVECC,32017,BLM,NVELD,,BLM,Federal,,,,,,,GB21,BLM,NVELD,US-NV,Brush,SH8,,,,2021-NVELD-040050,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/07/09 15:49:04+00,2021/06/18 23:35:58+00,{50DBFA9A-9ADF-405B-BBEE-A3971BCEC660},0.025195734,-1.42E-05
11652,Blockhouse,Wildfire Daily Fire Perimeter,Mixed Methods,0.26,2021/08/09 21:58:55+00,2021/08/09 21:58:55+00,,0.261444187,{B3C2ACD3-F971-41E0-9D03-52285BC466FA},FFP,,CERTIFIED,,2021/06/17 06:06:00+00,2021/06/17 06:06:00+00,0.26,0.1,NVSFC,,,,2021/08/09 21:58:03+00,,,,,Human,Other Human Cause,Fireworks (Consumer or Personal Use),N263,,2021/06/17 04:21:00+00,,2021/06/24 06:06:00+00,,,,,PD,1522,GBCC,,,,,,Blockhouse,,WF,FI,39.87487,-119.4942,,2021/06/17 04:25:00+00,{3C73C061-4F4F-4D59-8980-921BE60612A1},1,0,1,0,0,0,,30302,,,,Washoe,NVSFC,32031,BIA,NVWNA,,BIA,Federal,,,,,,,GB12,BLM,NVCCD,US-NV,Grass-Shrub,GS3,,,,2021-NVCCD-030302,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/09 21:58:05+00,2021/06/18 20:11:30+00,{9ACA8883-22FF-4898-BBBD-37AC43B38D5C},0.001717708,-1.11E-07
11653,Pine Haven CA,Wildfire Daily Fire Perimeter,Mixed Methods,105.9182892,2021/07/02 16:01:38+00,2021/07/02 16:01:38+00,,105.9179085,{C2E08142-D6B4-4225-91CF-29E4DBC571D9},FFP,,CERTIFIED,,2021/06/17 20:51:00+00,,103,100,SDGPC,110000,,,2021/07/02 16:01:33+00,Moderate,Smoldering,Running,,Human,Other Human Cause,,N22B,,2021/06/16 20:58:00+00,Type 3 Incident,,0,100,0,0,PN,1522,RMCC,2021/06/17 23:15:00+00,2021/06/16 23:29:59+00,2021/06/17 23:15:00+00,F,Type 3 IC,Pine Haven CA,"2 miles West of Pine Haven, Wy.",WF,FI,44.35545,-104.8217,,,{DA6525D3-DF5A-4274-A6C5-64468D5A17F4},,0,1,0,0,0,0,210404,100,100,Pine Haven,Crook,SDGPC,56011,,,,Private,Private,,,,,,,RM06,C&L,WYCRX,US-WY,,,Timber (Grass and Understory),,19,2021-WYCRX-210404,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/07/02 16:01:36+00,2021/06/16 21:56:04+00,{27A9A6F7-46C0-4DF1-8DD4-51D18AF2C9CB},0.04151855,-4.84E-05
11654,Mine,Wildfire Daily Fire Perimeter,Mixed Methods,0.1,2021/06/19 19:21:22+00,2021/06/21 15:27:56+00,,0.004416064,{A6F030C5-A361-4B70-99AC-EA51E490B2E5},2021 NIFS,,CERTIFIED,,2021/06/19 19:38:00+00,2021/06/19 19:39:00+00,0.1,0.1,NVSFC,,,,2021/08/09 21:42:26+00,,,,,Natural,Lightning,,N3AY,,2021/06/19 14:48:59+00,,2021/06/26 19:39:00+00,,,,,PD,1522,GBCC,,,,,,Mine,,WF,FI,38.92718,-119.6051,0.1,2021/06/19 15:00:00+00,{4265C6F0-8E24-41DE-8FFD-81846BDB9A2A},,0,1,0,0,0,,30312,,,,Douglas,NVSFC,32005,BLM,NVCCD,,BLM,Federal,,,,,,,GB12,BLM,NVCCD,US-NV,Timber,TU1,,,,2021-NVCCD-030312,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/09 21:42:26+00,2021/06/19 19:37:21+00,{329B6B48-F31A-40D6-8EA8-AF266726265C},0.000276743,-1.86E-09
11655,Bristlecone,Wildfire Daily Fire Perimeter,Mixed Methods,0.05,2021/06/29 18:09:50+00,2021/06/29 18:09:50+00,2021/06/19 08:00:00+00,0.047423777,{1494F701-0F06-4974-B71A-E5C95862AB77},FFP,,CERTIFIED,,2021/06/19 17:45:59+00,2021/06/19 21:14:59+00,0.1,0.1,NVLIC,,,,2021/06/29 18:09:47+00,,,,,Human,Camping,,N290,,2021/06/19 13:41:00+00,,2021/06/22 20:19:59+00,,,,,P4,417,GBCC,,,,,,BRISTLECONE,,WF,FI,36.29958,-115.6889,,2021/06/19 14:22:00+00,{674BBB57-E58C-4695-B4E4-E2EE5A2BAB82},,0,1,0,0,0,,500812,,,,Clark,NVLIC,32003,FS,NVHTF,,USFS,Federal,,,,,,,GB23,FS,NVHTF,US-NV,Timber,TL3,,,,2021-NVHTF-500812,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/06/29 18:09:48+00,2021/06/19 16:28:02+00,{D1BF8F65-1513-41B7-8670-9491DD27CCC3},0.000680975,-1.93E-08
11656,Flare,Wildfire Daily Fire Perimeter,Mixed Methods,,2021/07/10 16:17:14+00,2021/07/10 16:17:14+00,,53.50469454,{9D97850A-D37D-4476-AE89-6C234ECB8E8D},FFP,,CERTIFIED,,2021/06/10 12:49:59+00,,55.6,1,WYCPC,,,,2021/07/10 16:17:12+00,,,,,Undetermined,Equipment,Oil and Gas Production,,,2021/06/10 11:12:03+00,,,,,,,,,RMCC,,,,,,FLARE,,WF,FI,44.02151,-106.4562,10,,{39BB5119-F4FC-4281-8AE7-CE8E0BD811B9},,0,1,0,0,0,,210166,,,,Johnson,WYCPC,56019,SF,WYWYS,,State,Other,,,,,,,RM09,C&L,WYJOX,US-WY,,,,,,2021-WYJOX-210166,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/07/10 16:17:13+00,2021/06/10 12:41:02+00,{40BD8F68-6B0D-4372-8B66-EBD1AB679183},0.036673354,-2.43E-05
11657,Archibald,Wildfire Daily Fire Perimeter,Mixed Methods,6.25,2021/06/19 16:28:11+00,2021/06/21 17:45:29+00,2021/06/19 08:00:00+00,6.249473035,{7EF8CADF-A147-451E-BE21-6C19BE9CE033},2021 NIFS,,DEFAULT,,,,2.6,0.1,AZPDC,,,,,,,,,Natural,Lightning,,,,2021/06/19 01:40:36+00,,,,,,,,,SWCC,,,,,,Archibald,,WF,FI,34.96384,-112.1494,,2021/06/19 02:28:00+00,{8CEB2749-9570-43DF-81D5-9F7E98678F23},,0,0,0,0,0,,860,,,,Yavapai,AZPDC,4025,FS,AZPNF,,USFS,Federal,,,,,,,SW02,FS,AZPNF,US-AZ,Grass,GR2,,,,2021-AZPNF-000860,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/08/29 20:54:18+00,2021/06/19 14:03:05+00,{B5CF8A13-3495-431B-910B-BFE43976CE84},0.005964417,-2.50E-06
11658,Sand Flat,Wildfire Daily Fire Perimeter,Mixed Methods,4.63,2021/08/28 00:26:36+00,2021/08/28 00:26:36+00,2021/06/19 08:00:00+00,4.628987322,{6D97E0BE-469C-4EFE-B82A-9AFC5C5A0D83},FFP,EKV8,CERTIFIED,,,,3.3,0.1,AZPDC,,,,2021/08/28 00:26:33+00,,,,,Natural,Lightning,,,,2021/06/19 01:19:56+00,,2021/08/28 00:26:00+00,,,,,P3,309,SWCC,,,,,,Sand Flat ,,WF,FI,34.9688,-112.1742,,2021/06/19 03:29:00+00,{6AEF96FA-B34C-4DF8-A6CF-41CBC1549CF5},,0,0,0,0,0,,858,,,,Coconino,AZPDC,4005,FS,AZPNF,,USFS,Federal,,,,,,,SW02,FS,AZPNF,US-AZ,Grass,GR2,,,,2021-AZPNF-000858,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/28 00:26:34+00,2021/06/19 14:03:15+00,{5966FDBD-69AB-4B0C-AC52-0205130FDA6F},0.004908,-1.85E-06
11659,Smelter,Wildfire Daily Fire Perimeter,Mixed Methods,0.02238106,2021/07/12 18:13:41+00,2021/07/12 18:13:41+00,2021/06/19 08:00:00+00,0.02239306,{B2EBE307-ECE3-4B39-8CE6-93D85E1364FF},FFP,,CERTIFIED,,2021/06/19 19:50:00+00,2021/06/20 19:34:00+00,0.1,0.1,UTUBC,,,,2021/07/12 18:13:40+00,,,,,Natural,Lightning,,N285,,2021/06/19 03:14:59+00,,2021/06/21 19:56:00+00,,,,,,,GBCC,,,,,,Smelter,,WF,FI,40.56183,-109.7778,0.1,2021/06/19 13:52:00+00,{BF95993B-3893-491B-BE6B-E01921EE4F9E},,0,1,0,0,0,,100111,,,,Uintah,UTUBC,49047,BLM,UTVLD,,BLM,Federal,,,,,,,GB29,BLM,UTVLD,US-UT,Brush,SH4,,,,2021-UTVLD-100111,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/07/12 18:13:40+00,2021/06/19 05:16:42+00,{51FD31B5-2E8C-4818-9C84-3AA870AC24BB},0.000425932,-9.64E-09
11660,Snider Creek - Rosebud,Wildfire Daily Fire Perimeter,GPS-Flight,165.1,2021/06/23 21:06:42+00,2021/06/23 21:06:42+00,,165.1452727,{75175994-AF36-4959-AE3C-8343A75753E3},FFP,,CERTIFIED,,2021/06/20 02:47:00+00,2021/06/20 02:47:00+00,165.2,165.1,MTMCC,,,,2021/06/23 21:06:38+00,,,,,Natural,Other Natural Cause,,,29099,2021/06/20 00:23:54+00,,2021/06/23 14:00:00+00,,,,,,,NRCC,,,,,,Snider Creek - Rosebud,,WF,FI,45.888333,-106.2585,,,{7A6C0765-D702-4DE7-953E-7257A54925D4},,0,1,0,0,0,,157,,,,Rosebud,MTMCC,30087,C&L,MTLG29,,Private,Private,,,,,,,NR14,C&L,MTLG29,US-MT,Grass,GR2,,,,2021-MTLG29-000157,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/06/23 21:06:39+00,2021/06/21 15:00:21+00,{BD273513-297B-477D-8211-12C48C676EE3},0.034031771,-7.75E-05
11661,Colt,Wildfire Daily Fire Perimeter,Hand Sketch,1,2021/07/06 18:11:29+00,2021/07/06 18:11:29+00,2021/05/21 00:22:00+00,30.37170634,{5DC78D42-7591-472D-ABF2-439575095509},FFP,,CERTIFIED,,2021/05/22 16:31:00+00,2021/06/07 20:23:00+00,30,1,CODRC,,,,2021/07/06 18:11:27+00,,,,,Human,Other Human Cause,,N06M,,2021/05/20 19:21:59+00,,2021/07/01 21:25:00+00,,,,,P2,213,RMCC,,,,,,Colt,,WF,FI,37.52969,-108.4497,12,2021/05/20 19:30:00+00,{88801A69-B042-40CA-9011-FAA3C4A12B56},,0,1,0,0,0,,210,,,,Montezuma,CODRC,8083,FS,COSJF,,USFS,Federal,,,,,,,RM37,FS,COSJF,US-CO,Timber,TL8,,,,2021-COSJF-000210,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/07/06 18:11:28+00,2021/05/20 21:53:56+00,{8A607BC2-46DE-47A8-AFD0-13F8D416B0A4},0.018772108,-1.25E-05
